,location,company_name,job_title,summary,full_info
933,London,Millennium Management,Accounts Payable Specialist,"Additionally the candidate will support local accountants with month end finance activities as required (fixed assets, banks recs, intercompany, accruals &…","Finance & Compliance Manager – Boutique Investment Management Firm – Mayfair, London

Pelham is working with a boutique and global Investment Management Firm in Mayfair that is looking to recruit a Finance & Compliance Manager. The position will report directly to the Head of Finance/Compliance.

Main Responsibilities:
 Bookkeeping for the investment advisor company
 Monthly submissions of payroll and pension data
 Production of monthly management accounts for investment advisor company
 Assist in the production of quarterly management accounts for group
 Assist in the production of quarterly recharge schedule for Quinbrook funds
 Assist with corporate and filings for all group entities
 Assist with regulatory filings for all group entities, under FCA, SEC, JFSC and ASIC rules
 Compile compliance records including registers, attestations from the team, and internal logs
 Assist with preparation of annual risk management matrix
 Assist with an annual review of compliance policies and procedures
 Assist with the implementation and oversight of the cybersecurity policies
 Assist with reviews of NDAs and liaise with counsel on same
 Review marketing materials for compliance with jurisdictional regulatory requirements
 Maintain indices of documentation on all transactions/acquisitions
 Assist with reconciliations of board and investment committee approvals and project expenditure
 Completion of an annual compliance monitoring plan for investment advisor company
 Assist with preparation of budgets
 Liaison with portfolio companies to reconcile with fund accounts
 Initial review of quarterly fund accounts


Ideal Candidate:
 1-2 years of work experience in relevant fields post qualification
 ACA or ACCA qualification a necessity"
934,Kingston upon Thames,experisuk,Finance Director,"Influencing and leading a multitude of stakeholders in the business and finance.
Fully qualified accountant, ideally from a Big4 background.","We are looking for an individual who is driven to provide best advice and service to clients and has a strong work ethic.We would also like somebody who is confident in their ability to add value and is able to share ideas for the improvement of everyone in the business.The successful candidate will work with the company director who actively advises clients and generates business. The director is looking to step back from advising on such a high volume of cases and focus more on the continued growth of the business.The role will provide all mortgage leads and it will be the successful candidate's job to progress mortgage applications and advise on Protection for each case.There will be the opportunity to review existing client files to make sure each client has received sufficient protection advice. Hence confidence and knowledge in this area are a must.The candidate will receive some support from our administrators to efficiently progress cases.It is expected that the candidate will work from our office for the entirety of the first year, however there may be some flexibility regarding remote working after this period.As a business we are looking to make a significant expansion in business volumes and expect that this role and the salary will develop over time for the right person.There will be a bi-annual bonus scheme which is to be confirmed. It is imperative that the adviser always keeps the clients' best interest at the heart of what they do and as such the bonus scheme will be based heavily on positive client interaction and attitude.Proven track record as a CeMAP qualified para-planner or preferably as a fully competent mortgage adviser is required. This is not a role where we will consider anyone without the relevant experience.Full training on systems will be provided but the successful candidate may be required to travel for one part of the training which would be expected to last 3-4 days.Benefits:Work from home opportunitiesBonus schemeCasual dressApplication deadline: 28/05/2020Job Types: Full-time, PermanentSalary: £35,000.00 /yearExperience:para-planning/competent adviser: 1 year (Required)Education:A-Level or equivalent (Preferred)Location:Kingston upon Thames, Greater London (Preferred)Licence:CeMAP (Required)Work remotely:Temporarily due to COVID-19"
935,London,TikTok,Accounts Payable Specialist,"Review and approve payment requests from global vendors on a daily basis.
Review the financial terms of global contracts.
Answer employees questions on AP.","Global loans firm (Financial Serices). This role will eventually sit in their ideally located, modern Central London headquarters in the City. However, the client is more than capable to onboard from home for the time being (they have recently hired and onboarded succesfully in New York & Paris).

Job Description
Roles and Responsibilities:

Sales and purchase invoice processing for multiple entities
Credit control to ensure all debts are collected in a timely manner
Credit card reconciliations
Review and book staff expenses, ensuring it complies with policy
Weekly payment run preparation and processing for multiple entities
Bank reconciliations for multiple entities
Ad-hoc duties and providing support to finance operations
The Successful Applicant
Candidate Profile

Proven bookkeeping experience. Capable and comfortable with performing the above duties.
AAT qualified or studiers considered. Non preferable: candidates studying ACCA/CIMA or looking to move through their studies as the duties will not match these qualifications.
Excellent communication skills
Credit control experience
Quick and accurate data processor
Must be self-motivated and self-starting with the ability to multi-task and effectively manage own workload, prioritising effectively and consistently to meet deadlines
Willingness to get involved at all levels of the business
Flexibility to adapt to the changing needs of a growing business
Excellent attention to detail and the ability to develop sound working relationships
Enthusiastic, ambitious, self-motivated and willing to learn
Proficiency in MS Office, Excel and Word
XERO system knowledge an advantage
What's on Offer
Looking to pay up to £30,000 with a great benefits package, which includes: private medical - vitality, life insurance - aviva, season ticket, 28 days + banks and more. There may be slight uplift on the salary should the candidate match all the criteria."
936,London,Scotiabank,"Associate Director, Specialized Finance, London","Knowledge of different transaction structure and / or leverage finance.
Contributes to the overall success of the Corporate Banking, Specialized Finance team in…","Top London firm with expertise in banking and finance.

Job Description
Banking and finance paralegal. Responsibilities include conducting legal research, assisting fee earners and other administrative tasks.

The Successful Applicant
Law degree (or conversion) required, with the LPC preferred. Knowledge of the banking and finance legal sector required.

What's on Offer
Banking and finance paralegal at a top London firm. Competitive salary offered."
937,London,Jasper Rose,Senior Finance Manager,"Business partnering with the regional finance teams and non-finance stakeholders and supporting them with management reporting.
£300 - £350 per day.","A fantastic opportunity has arisen for an experienced Accounts Payable Clerk to join a high end fashion retailer a 12 month contract.

The role will be suited to someone who has experience within the retail sector and some of the main responsibilities will be to process, and post invoices, carry out weekly payment runs and reconciliations.

The ideal candidate will possess strong organisation skills and have excellent attention to detail, as well as the ability to work well under pressure as they will be required to process a high volume of invoices whilst maintaining accuracy and efficiency

You will also be required to have excellent communication skills as a major focus of your role will be to liaise with a number of key contacts within the business and externally.

Send your CV now.

Applicants must be eligible to work in the UK.

For more Finance jobs please contact me or one of my colleagues at CMC Consulting Ltd

CMC Consulting is committed to equal opportunities. We do our best to ensure that the wording used in our job vacancies does not discriminate against any individual in any way. Please contact us if you feel that this is not the case."
938,Slough,Amazon UK Services Ltd.,Senior Finance Analyst,"Experience in finance and accounting.
Experience in finance and accounting.
Understanding of finance issues in an operational environment of rapid growth.","Finance Analyst
As an Ops Finance Analyst, you will be offering valuable insight and business support to the Operations team in EMEA. You will be part of a team that assists in making key decisions using both financial and non-financial reporting. As a Finance Business Partner you will be responsible for reporting and forecasting by leveraging existing and new processes and systems.
Responsibilities
Forming a strong business partnering relationship with key stakeholders including Finance and Operations team members to create efficiencies and improve operational performance
Support the Operations budget/forecast process in chosen market
Provide analysis to support the budget and forecasting process, with the ability to interpret business trends to drive Operations financial strategy
Prepare monthly flux, including financial and non-financial critical metrics while explaining key variance drivers with insightful commentary
Solve complex problems and provides solutions for reporting and task efficiency
Help build effective planning and reporting processes
Other ad hoc duties and analysis as assigned
Competences
Bachelor's degree (finance or accounting)
Native/Fluent in English
Strong verbal and written communication skills
Intermediate Excel & PowerPoint skills
Experience with Hyperion desirable
Enthusiastic with a passion to learn"
939,London,Pelham Select,"Finance & Compliance Manager – Boutique Investment Management Firm – Mayfair, London","The position will report directly to the Head of Finance/Compliance.
Monthly submissions of payroll and pension data.
Assist with preparation of budgets.","Your role

Can you manage multiple changing priorities and oversee ambiguous queries through to resolution? Do you have a keen eye for detail? Can you effectively assess complex information and articulate it to a wider group?

We’re looking for an analyst to:
– Become an integral part of a team of account inventory specialists
– Support a variety of business areas and facilitate a positive client experience
– Work in collaboration with a global team on day to day tasks and strategic initiatives
– Implement process improvements including the identification of transformation opportunities
– Effectively manage the risks associated with their role and responsibilities, promptly escalating issues as they arise
– Understand the importance of regional regulatory requirements as they apply to the teams processes and controls
– Have a good understanding of the ever changing market landscape and how it impacts their processes

Your team

You’ll be working in the Account Inventory team, as part of Network and Market Infrastructure (NMI) in London. NMI are responsible for the network of relationships with third party post trade providers including agent banks and market utilities (CSD, CCP) that UBS contracts with to provide custody, clearing, and settlement services. NMI is responsible for provider strategy, commercial management, delivery of cost savings, account inventory maintenance (including opening and closure), processing of invoices, market intelligence, and adherence to regulatory requirements.

Your expertise

You have:
– Good analytical skill set and affinity for processes and systems used by NMI and wider Group Operations
– An appreciation of the impact of regulatory guidelines and requirements, especially FCA CASS rules
– An understanding of post-trade banking operations and third party provider landscape
– The ability to prioritise your work based on internal and external deadlines
– Experience of working in a global team across a variety of onshore, near shore and offshore locations
– The drive to build synergies across multiple organisational units
– The motivation to deliver on time and in collaboration with your team

You are:
– Focused on supporting your team to deliver the best results
– Able to manage stakeholder expectations, both internal and external
– A strong focused on risk management and remediation
– able to hold and lead high level meetings with Compliance, Regulatory Adherence, Credit, Legal and Risk groups
– Keen to synergize ideas within a global forum
– Able to assess new ideas and provide implementable solutions

Your colleagues

About us

Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world.

We are about 60,000 employees in all major financial centers, in more than 50 countries. Do you want to be one of us?

Join us

We're a truly global, collaborative and friendly group of people. Having a diverse, inclusive and respectful workplace is important to us. And we support your career development, internal mobility and work-life balance. If this sounds interesting, apply now.

Disclaimer / Policy Statements

UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.

Apply now
Save"
940,London,Capital Index,Junior KYC and On-boarding Analyst,"Be available to support regular seminars offered by Partner companies and assist with account opening queries via chat, telephone and email.","What are we looking for?
This role is key to facilitating, supporting and developing the use of systems and technology across the firm globally. This will include the effective use of the Elite Enterprise PMS, ensuring that system queries are efficiently and professionally dealt with in order to meet the needs of the firm.
The Financial Systems Analyst will work closely with the Senior Financial Systems Analyst to build strong relationships with the business; helping deliver an impeccable service supporting the firm's existing systems, whilst also assisting with the implementation of a new firm-wide PMS (Thomson Reuters 3E).
Areas of focus and responsibilities
Monitor and proactively manage the finance systems mailbox; being first-line support for the team’s queries and setting user expectations appropriately.
The resolution of queries raised by the business in a timely and professional manner.
Liaising with third-party vendors to rectify problematic issues.
Running of daily processes and management of day-to-day system maintenance tasks.
Provide technical expertise to help facilitate the effective use of financial systems across the firm globally.
Trouble-shoot system issues and identify system improvements to meet user and business requirements.
Analyse data contained in our databases to identify and fix data integrity issues.
To support the 3E project team and become increasingly involved in our PMS implementation, as the project progresses.
Create, test and deliver financial reports and other information to the firm.
Skills and experience required
Technical skills and experience
Experience working in a legal finance department or finance systems team in a global law firm.
Solid experience of the day-to-day working processes of a legal finance department.
An understanding of the business implications of finance systems in a legal environment.
Strong knowledge of the Elite Enterprise application.
Some knowledge of the Elite enterprise table structure and relational databases an advantage.
As is the ability to write Transact-SQL queries.
Must have an understanding of accounting principles.

Interpersonal skills
Excellent written and oral communication skills; must be a confident communicator
Ability to analyse and solve problems quickly and efficiently.
Highly self-motivated with an eagerness to learn new skills.
Demonstrable team player, with a flexible and patient approach to work and colleagues.
Strong organisational skills and attention to detail.
Ability to remain calm under pressure and prioritise work accordingly.

The Essentials
9.30am to 5.30pm but flexibility is a must
12 week probation period
12 week notice period
Flexible benefits package including pension, season ticket loan, subsidised gym memberships, lifestyle discount scheme, on site café plus more

About Withers Worldwide
Withers have been acting for successful individuals, families and institutions for over 100 years. We advise clients on their business and personal legal needs both at home and abroad. In this fast moving and increasingly regulated world, the need for integrated and timely advice has never been more urgent.
We are recognised as the only international law firm for successful people, their families, their businesses and their philanthropic work. With offices in Europe, Asia, the United States and the Caribbean, we provide coverage that other law firms focussed on the individual cannot.
With over 150 partners and more than 450 other lawyers, we have unparalleled expertise in commercial, tax, trusts, estate planning, financial services, litigation and arbitration, real estate, charities, employment, family law and other legal issues facing individuals and their families. The firm has advised 42% of the top 100 UK Sunday Times Rich List and over 20% of the top 100 US Forbes list, as well as numerous families in Asia.
Equal Opportunities Employment Statement
It is the policy of Withers Worldwide to provide equal opportunities for all employees in relation to recruitment, training and promotion. Decisions in these areas will be made only by reference to the requirements of the job and shall not be influenced by any consideration of ethnic origin, religion, sex, age, sexual orientation or disability."
941,London,TikTok,Accounts Payable Specialist,"Review and approve payment requests from global vendors on a daily basis.
Review the financial terms of global contracts.
Answer employees questions on AP.","This has to be one of the most appealing Commercial Property Finance Broker roles in the London market.
Whilst this firm has only been trading as a brokerage for the last few years, it has a long history of being a prominent introducer within the commercial finance arena. As such, it has built highly impressive distribution channels, which has resulted in the company completing on over £35m in deals every month.
A first choice for property developers, the firm caters for Development Finance, Equity Finance, Bridging Finance and Mezzanine Finance.
With access to the whole of market, you’ll be responsible for writing business for a wide range of clientele, utilising your specialist experience and market knowledge to negotiate an attractive deal for all parties. From day one, you’ll have access to a wealth of enquiries, with no need to cold call / self-generate.
You’ll also have access to exclusive deals, whilst enjoying the highest remuneration rates with lenders (up to 2.5%), given the amount of business being transacted.
You’ll be working in a high-performing team, where some Brokers are on track to bank £1 million in fee income this year.
Being an expanding business, and having a very clear growth plan, attractive career development opportunities exist for the ambitious.
The company can structure highly lucrative remuneration packages to suit you, on either an employed or self-employed basis (with retainers available).
If you have experience within commercial property finance, then come and join this thriving brokerage where you can enjoy endless enquiries and tremendous earning potential.
Aston Charles - a personalised service from industry experts
Financial Services and General Insurance Recruitment"
942,London W12,Tradeweb,Financial Accountant,"Working with the finance operations team to ensure correct cash application.
Provide assistance in various finance projects which drive automation and…","About the role

We are currently recruiting for a Finance Manager in a critical role to provide reporting, guidance and support during a period of high growth at Bark. This will be a very varied role with responsibilities for managing our financial system, bookkeeping, payroll and analytics along with a number of new projects to implement across a number of territories such as USA and Australia. We are looking for someone who has a brilliant head for numbers who can work cross functionally across the business. You’ll need to be cool under pressure, confident, brilliant with people, ambitious and flexible.

Some of our benefits


Share options in a rapidly growing company whose founders have a proven track record
Private health insurance
Monthly socials and massive parties
Fully stocked kitchen and weekly team lunches
Be at the forefront of an industry with new and exciting problems to solve!

Required skills and experience
Qualifications – qualified accountant (CIMA, ACA, Certified). Will also consider exceptional part-qualified candidates;
Background – proven experience working in a fast-paced, high-growth start-up, preferably in the technology sector;
Financial control – ensure the group’s books are maintained accurately and that timely month end closes occur. Suggest improvements to the close process in terms of efficiencies without compromising quality;
Financial reporting – monthly report preparation, KPI & trend analysis, ad hoc updates/ reports as and when required;
Financial accounting – preparation of company year-end statutory accounts, Companies House submissions;
International company secretarial – filing requirements of US parent company;
Corporation tax – preparation of UK company corporation tax computations and R&D claims;
Options scheme – EMI compliance & reporting;
UK & Australia payrolls – complete monthly payroll, process adjustments, make RTI submissions;
International tax compliance – ensure timely tax filings across the 7 overseas jurisdictions where the group currently operates. Involvement in a variety of corporate and indirect tax compliance tasks/ projects. Facilitate future international launches by researching and advising on local tax compliance requirements;
Credit control – ensure timely sales invoicing of large customers who pay outside of the merchant account set-up;
Strategic suppliers – ensure the business always keeps within the credit lines provided;
Operational finance – manage day-to-day cash balances, ensure validity of invoice costs, complete timely scheduled payment runs, ensure continued card payments for all of the company’s multiple and varied recurring services/ software/ subscription costs, manage company credit card facility, communicate with the company’s bankers and bank customer service centres as and when required, manage new & replacement debit/ credit cards;
Pension scheme – process monthly changes, ensure monthly pension funding and reporting compliance;
Insurance – ensure group insurance policies are amended when change is required and are reviewed annually on renewal for continued appropriateness;
Merchant account – interaction with the group’s merchant acquirer and review of processing costs;
Shareholder funding reporting – maintenance of shareholder loan analysis/ reporting and interaction with shareholder’s personal tax advisors;
BIR – ensuring the business remains Business Investment Relief compliant;
Legal – involvement in legal disputes and ensuring due process is followed, interaction with the group’s various lawyers;
Ad hoc tasks re founder Family Office.


Desired skills and experience

Superb excel and google sheet skills;
MYSQL skills;
Strong written and narrative ability;
Clear communicator;
Practical experience of a wide-range of taxes, including corporation tax, VAT, income tax & BIK, R&D tax credits;
Ability to plan workload/ commitment to deliver against agreed deadlines;
Robust enough to withstand forensic scrutiny and out-of-the box challenges;
Strong operating knowledge of merchant accounts/ card processing/ dispute monitoring;
Good awareness/ practical experience of UK small claim legal framework and procedures;
Exceptionally organised with meticulous attention to detail;
Prepared to roll the sleeves up."
943,London,Millennium Management,Accounts Payable Specialist,"Additionally the candidate will support local accountants with month end finance activities as required (fixed assets, banks recs, intercompany, accruals &…","Who we are looking for:
The onshore oversight team leader will be expected to act as a first line manager for the day to day running of the onshore Trade Settlement related activity pertaining to a premier EMEA administered global client and with responsibility for the provision of a superior service standard to the client.
The EMEA Trade Management Support Team is responsible for servicing all aspects of trade settlement across multiple products traded on behalf of EMEA administered client accounts including daily oversight for the support components serviced out of India.
Why this role is important to us:
The team you will be joining is a part of State Street Global Services (SSGS). SSGS gives asset owners and managers access to the essential financial tools they need to deliver effective investment solutions. From core custody, accounting, fund administration and shareholder recordkeeping, to complete operations solutions and servicing for alternative assets like OTC derivatives, private equity and real estate, SSGS’ tools help our clients make better investment choices and act on growth opportunities.
Join us if making your mark in the financial services industry from day one is a challenge you are up for.
What you will be responsible for:
As the Onshore Oversight Team Leader, you will:
 Ensure that all trades are pre-matched for settlement within predetermined timeframes and that all relevant market and custody deadlines are adhered to in the processing and instructing of trades for settlement. This will be accomplished by working closely with brokers, custodians, fund accountants, various internal stakeholders and other third parties
 Ensure accurate and timely processing at all times via effective liaison with clients, brokers, custodians and internal Settlements team
 Identify key priorities and risk within the daily workflow, including an understanding of high risk markets and products as a critical attribute to ensure first pass accuracy of Team output
 Work collaboratively to build trusted working relationships with peer group colleagues across cross functional global teams including Database Management, Corporate Actions, Reconciliation and IT, as well as global Client Service teams. Critical to build effective direct working relationships with client Middle and Front Office teams
Work effectively with the India based fail trade capture and reporting team to ensure a cohesive single team approach to the settlement life cycle
The first line manager will also be responsible for participation in all governance related activity in accordance with standard operating procedure and to both ensure and then review the provision of timely and accurate KPI, KRI and general MIS from the offshore team measured against established SLA criteria. Responsibilities will also include the support of effective broker performance management, including input into regular review meetings and statistical reporting to both internal senior management and externally to the client.
Close monitoring of trades for pre-match settlement, adherence to market and custodian deadlines, first pass accuracy, fail management reporting and resolution, quality control for the production of accurate MIS and effective broker performance.
Prioritise work effectively based on high risk, large value, sensitive account, custodian, interested party and product deadlines.
Manage critical internal relationships with dependent units, clients, cross functional operational colleagues and global counterparts.
Support the maintenance of critical external relationships with brokers, custodians and vendors
Support process improvement opportunities where required and participate in strategic projects where necessary.
Advise management of potential risk items (delays in the confirmation and instruction of high risk market or large value trades) and any exposures which may involve a claim against State Street
Maintain up-to-date files relating to settlement practices in each market in which the clients invest.
Apply the appropriate level of attention in dealing with escalated items of referral
Establish relationships with brokers; assist in tracking broker delivery performance and service standards; regularly present broker benchmarking statistics.
Work with the regional Product Services teams to help resolve break items for cash and stock reconciliation.
Participate in project work at the direction of the team manager
What we value:
These skills will help you succeed in this role:
Candidates for this position will ideally have gained at least five years of direct experience processing domestic and international Equity, Fixed Income and FX trades, including cash deposits, in a supervisory capacity within a similar Investment Advisory organisation, Broker-Dealer or Global Custodian.
Additional knowledge of mortgage and asset backed securities processing would be an advantage, as would any additional knowledge of processing trades for Money Market Funds.
The individual must be highly detail-oriented and motivated, and able to display a high standard of accuracy and professionalism at all times.
First class communication skills are essential to maintaining both internal and external client relationships.
Extensive knowledge of ETC/STP/PSET Matching/SWIFT fail reporting is extremely beneficial, as is experience using Alert and local middleware matching products.
Excel, Word and Power Point skills preferred.
About State Street
What we do. State Street is one of the largest custodian banks, asset managers and asset intelligence companies in the world. From technology to product innovation we’re making our mark on the financial services industry. For more than two centuries, we’ve been helping our clients safeguard and steward the investments of millions of people. We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients.
Work, Live and Grow. We make all efforts to create a great work environment. Our benefits packages are competitive and comprehensive. Details vary in locations, but you may expect generous medical care, insurance and savings plans among other perks. You’ll have access to flexible Work Program to help you match your needs. And our wealth of development programs and educational support will help you reach your full potential.
Inclusion, Diversity and Social Responsibility. We truly believe our employees’ diverse backgrounds, experiences and perspective are a powerful contributor to creating an inclusive environment where everyone can thrive and reach their maximum potential while adding value to both our organization and our clients. We warmly welcome the candidates of diverse origin, background, ability, age, sexual orientation, gender identity and personality. Another fundamental value at State Street is active engagement with our communities around the world, both as a partner and a leader. You will have tools to help balance your professional and personal life, paid volunteer days, matching gift program and access to employee networks that help you stay connected to what matters to you.
State Street is an equal opportunity and affirmative action employer.
Discover more at StateStreet.com/careers"
944,London,Watches2U,Finance Manager,UK based £10m+ multinational ecommerce business seeking a qualified Financial Accountant to manage all the financial and accounting activities of the business.,"Minimum qualifications:

Experience in strategic planning, consulting, investment banking, or data-driven business roles.
Experience with SQL and other database, scripting, or business intelligence tools.

Preferred qualifications:

MBA or other relevant Master's degree.
Ability to influence business leadership and construct simple and impactful messages from complex analysis.
Ability to work well in an unstructured, ambiguous environment, bringing clarity and structure as you go. Ability to create and foster effective cross-functional networks and manage without authority.
Excellent business judgment and analytical skills.
Excellent leadership, influencing, and communication skills.
Excellent English written and verbal communication skills.
About the job
Google Cloud teams work with schools, companies, and government agencies to make them more productive, mobile, and collaborative. You help fellow sales Googlers by performing budgeting, planning, and analysis activities — and through your passion for the magic of Google products like G Suite and Chrome. Not only do you provide invaluable financial and budgeting input, but you also devise new ways for us to communicate with potential leads and bring them into the Google fold. Your insight means you excel at customer segmentation, acquisition, and retention. You combine clean communication with strong analytical skills and a solid commitment to providing customers with a Googley customer experience. You also peer into the future for us; you examine and analyze statistical data to forecast marketing trends and to identify potential new markets for Google Cloud.

The Google Cloud Customer Team help customers transform and evolve their business through the use of Google’s global data center and software assets. As part of Cloud Sales Operations, you will partner with senior Sales leadership to provide actionable insights and use a data driven approach to sharpen decision making and drive deep understanding of our fast growing business.
As a Senior Business Analyst, you will combine deep analytical rigor with effective business judgment, to help drive and develop the performance and strategy our EMEA Cloud business, and ensure rapid and long-term sustainable growth of our Cloud offering. You'll help shape the short-term and long-term vision and trajectory for the EMEA business through business planning and goal setting and by delivering deep strategic insights and targeted action plans
Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.
Responsibilities
Provide thoughtful leadership and influence executive level decision making through deep analytical insight into core business decisions such as prioritization of growth opportunities.
Structure and communicate complex, ambiguous, and potentially challenging business issues to advise and challenge the Google Cloud Customer EMEA leadership team.
Build an effective network across Sales, Operations, Business Intelligence, and Finance, both in EMEA and across the globe, to approach a wide range of analytical and operational questions.
Leverage Google’s big data to drive scalable analysis of business growth drivers and trends. Craft and present sophisticated quantitative analyses to translate complex data into actionable insights.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
945,London,Withers,Financial Systems Analyst (12 Month FTC),"Experience working in a legal finance department or finance systems team in a global law firm.
Monitor and proactively manage the finance systems mailbox; being…","Job Purpose:
We are seeking an outstanding candidate to work within the Valuation Control group as a Digital Methodology Specialist.
The candidate must have a strong understanding of current global accounting and regulatory developments pertaining to valuation of financial instruments, along with a strong understanding of implementing/maintaining an effective control framework, and understanding of emerging digital tools including Python and visualisation methods.
The role will provide expert thought leadership on a range of valuation issues and in relation to the use of digital tools to facilitate enhanced, consistent valuation control across multiple asset classes and locations. The successful candidate needs to demonstrate an ability to communicate complex ideas concisely and effectively.
Due to the technical nature of the role and the high-volume nature of the business, it is important that the candidate demonstrate an aptitude to succeed in learning the technical aspects of valuations, in order to pose a credible challenge to a growing business.
Job Background/context:
The Valuation Control Group (VCG) is an independent global group within Product Control responsible for reviewing and reporting fair value inventory consistently across all asset classes.
VCG is organized along business lines and clients of the group include Business Heads, Line Product Control, Market Risk, Model Risk, Compliance, Legal Department, Middle Office, Internal Audit, external audit firms and the regulatory bodies in countries impacted by Citi’s footprint. VCG collaborates closely with its client base to ensure complete understanding of business valuation issues and accurate execution of valuation control policy.
Key Responsibilities:
Primary Responsibility
Responsibility for Digital Methodology support
Identifying potential digital tool opportunities to enhance valuation control and consistency
Ensuring timely remediation of regulatory matters requiring attention, audit findings and associated reporting demands associated with the area of responsibility
Identifying pricing issues, valuation parameters or instrument types that may require particular attention with critical analysis of the valuation issues involved
People Management and Leadership
Ability to work across teams and silos, and to leverage existing relationships
Lead, develop and propose solutions to complex technical challenges or control issues
Active role as part of the broader regional and global product control team.
Control Framework
Enhancement and effective management of the VCG control and governance framework
Development Value:
The successful candidate will have the opportunity to play a leadership role within their Valuation Control team
Knowledge/Experience:
Extensive experience in a valuation, risk or product control related discipline
Strong understanding of current global accounting and regulatory developments pertaining to valuation of financial instruments
Ability to understand complex concepts and effectively challenge peers in Finance, Risk and the Business
Strong communication skills, both written and oral
Use of emerging digital tools including languages such as Python or R, and date visualisation tools.
Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.
Skills:
Ability to manage time and work priorities efficiently and effectively
Ability to perform within a time pressurized environment
Understanding how to design and maintain a robust control framework
Solid understanding or appreciation of derivative valuation methodologies in at least one Asset class. Cross asset class knowledge is preferred but in-depth knowledge is expected in at least one area.
Solid understanding of cash and derivative markets for at least one asset class and an appreciation of risk-management and hedging practices in this space by sell-side firms. Knowledge of over-hedging techniques for derivatives is viewed favorably.
Hands-on experience of implementing new or enhancing existing valuation methodologies. Working with other stakeholders in driving change.
A strong understanding of accounting for fair-valued instruments, with a focus on complex / exotic derivatives
Excellent people management skills with the ability to lead, train and develop a team
Ability to communicate effectively, both written and verbal
Hands-on. Must have a good eye for detail, but also be able to communicate to seniors in a succinct/clear fashion
Qualifications:
A Bachelor’s or Master’s degree in any finance, economics or quantitative related subject.
Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.
Competencies
A proven track record of execution Leadership skills
Ability to work well in a teams (actual and matrix)
Ability to influence individuals outside of core management hierarchy
Self-motivated and innovative
Ability to prioritize to ensure deadlines are met
Excellent interpersonal skills – able to deal with a range of senior/junior staff across a number of disciplines
-
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - GB
-
Time Type :Full time
-
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity .
To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement .
To view the EEO Policy Statement .
To view the Pay Transparency Posting ."
946,Rickmansworth,Aston Charles,Development Finance / Bridging Broker - All Leads Provided - London,"With access to the whole of market, you’ll be responsible for writing business for a wide range of clientele, utilising your specialist experience and market…","Procurement Positions – Register your interest

Our Building Services team brings together one of the UK's leading mechanical and electrical engineering contractors to provide a full end to end solution utilising a facilities and asset management service. We are currently interested in hearing from Procurement professionals who are thinking about and interested in exploring new opportunities.

You will be a true partner to the business who will lead and develop the project procurement function, developing your business knowledge in order to successfully procure all goods and services to meet the needs of our projects.


We offer varied and rewarding roles for those keen to make a real difference to our workplace across our multiple sites. We are looking for individuals keen to learn and develop whilst already having a strong grounding in delivering procurement solutions; and to work for a business which truly is values led.

Our procurement opportunities are great for individuals who have strong influencing and management skills, and a track record of building credible relationships with both internal and external stakeholders.

We currently are actively looking for:

MEP Procurement Managers

FM Procurement Managers

Supply Chain & Contract Administrator


A career with us means you’ll have the freedom to develop your skills and leave your mark on the communities in which we work. Our competitive benefits package will help to enhance your life outside work, too.

We thrive through embracing differences, whether they be social backgrounds, ethnicity, disability, gender, age, religion, sexuality and any other protected characteristic – we know that diversity opens a rich potential for new ways of thinking, helping us to build successful and winning teams. We call it Naturally Skanska.

We would like you to perform at your best at every stage of our recruitment process. Please contact us on recruitment@skanska.co.uk if you require any adjustments that would support you throughout your application.

We welcome you to ask about the flexibility you need. Anyone who applies for a role can ask about flexibility at interview. In return, we will explore what is possible for the role."
